Nombre, Numero, Fecha, Pp, T_Max, T_Min, T_Med, VV_Max, VV, DWW, DV, Rag_G, HR, ET, EP 
CEPAB 2,396,2012-01-07,0,<null>,<null>,<null>,0,0,324.7 NO,324.1 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-01-08,0,<null>,<null>,<null>,0,0,325.3 NO,324.5 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-01-09,0,<null>,<null>,<null>,0,0,325.5 NO,325 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-01-10,0,<null>,<null>,<null>,0,0,325.2 NO,324.7 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-01-11,0.3,<null>,<null>,<null>,0,0,325.5 NO,324.6 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-01-12,0.3,<null>,<null>,<null>,0,0,325.3 NO,323.9 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-01-13,0.3,<null>,<null>,<null>,0,0,324.4 NO,323.8 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-01-14,0,<null>,<null>,<null>,0,0,325.3 NO,325.1 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-01-15,0,<null>,<null>,<null>,0,0,326.6 NO,327.9 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-01-16,0,<null>,<null>,<null>,0,0,325.5 NO,324 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-01-17,0,<null>,<null>,<null>,0,0,324.3 NO,323.5 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-01-18,0.3,<null>,<null>,<null>,0,0,324.1 NO,324 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-01-19,0.3,<null>,<null>,<null>,0,0,324.4 NO,323.7 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-01-20,0,<null>,<null>,<null>,0,0,324.1 NO,323.6 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-01-21,0,<null>,<null>,<null>,0,0,324.2 NO,323.3 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-01-22,0,<null>,<null>,<null>,0,0,325.2 NO,323.3 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-01-23,0,<null>,<null>,<null>,0,0,325 NO,323.3 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-01-24,0,<null>,<null>,<null>,0,0,323 NO,323.8 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-01-25,0,<null>,<null>,<null>,0,0,325.5 NO,323.6 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-01-26,0,<null>,<null>,<null>,0,0,324.4 NO,323.8 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-01-27,0.3,<null>,<null>,<null>,0,0,325.8 NO,324.2 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-01-28,0,<null>,<null>,<null>,0,0,325.5 NO,324.1 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-01-29,0,<null>,<null>,<null>,0,0,325.6 NO,327.2 NO,<null>,72.05,<null>,<null>,
CEPAB 2,396,2012-01-30,0,-6.4,-11.8,-9.75,0,0,294.9 O,278.8 O,<null>,56.42,<null>,<null>,
CEPAB 2,396,2012-01-31,0,-0.5,-11.8,-6.95,0,0,258.1 SO,262.7 SO,<null>,36.55,<null>,<null>,
CEPAB 2,396,2012-02-01,0,-5.1,-8.9,-6.82,0,0,279.2 O,292 O,<null>,25.22,<null>,<null>,
CEPAB 2,396,2012-02-02,0.3,<null>,<null>,<null>,0,0,309.5 O,309.7 O,<null>,16.35,<null>,<null>,
CEPAB 2,396,2012-02-03,0,<null>,<null>,<null>,0,0,326.1 NO,325.5 NO,<null>,2.56,<null>,<null>,
CEPAB 2,396,2012-02-04,0,<null>,<null>,<null>,0,0,325.3 NO,323.2 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-02-05,0,<null>,<null>,<null>,0,0,324.1 NO,324.1 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-02-06,0,<null>,<null>,<null>,0,0,325.9 NO,327 NO,<null>,1.4,<null>,<null>,
CEPAB 2,396,2012-02-07,0,<null>,<null>,<null>,0,0,325.3 NO,326.4 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-02-08,0,<null>,<null>,<null>,0,0,329 NO,331.8 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-02-09,3.9,<null>,<null>,<null>,0,0,308.2 O,311.9 O,<null>,14.78,<null>,<null>,
CEPAB 2,396,2012-02-10,0,<null>,<null>,<null>,0,0,315.3 NO,300.7 O,<null>,19.54,<null>,<null>,
CEPAB 2,396,2012-02-11,0,9.9,-8.9,3.05,0,0,298.3 O,249.2 SO,<null>,46.69,<null>,<null>,
CEPAB 2,396,2012-02-12,<null>,25.6,9.1,19.77,0,0,300.5 O,249.7 SO,<null>,69.72,<null>,<null>,
CEPAB 2,396,2012-02-13,<null>,32.9,-5.4,15.15,0,0,172.5 SE,214 S,<null>,74.62,<null>,<null>,
CEPAB 2,396,2012-02-14,0,31,1.4,14.41,0,0,243.7 SO,225.5 SO,<null>,72.32,<null>,<null>,
CEPAB 2,396,2012-02-15,0,23.4,-2.3,12.27,0,0,237.3 SO,235.9 SO,<null>,68.5,<null>,<null>,
CEPAB 2,396,2012-02-16,0,29.6,11.5,19.95,0,0,225.8 SO,222.7 S,<null>,75.39,<null>,<null>,
CEPAB 2,396,2012-02-17,0,24.4,-7.3,13.15,0,0,242.6 SO,258.8 SO,<null>,61.73,<null>,<null>,
CEPAB 2,396,2012-02-18,0,13.1,-8.3,1.94,0,0,291.4 O,288.3 O,<null>,51.19,<null>,<null>,
CEPAB 2,396,2012-02-19,0,<null>,<null>,<null>,0,0,335.5 NO,328.7 NO,<null>,5.86,<null>,<null>,
CEPAB 2,396,2012-02-20,0.3,<null>,<null>,<null>,0,0,325.3 NO,322.8 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-02-21,0.3,<null>,<null>,<null>,0,0,323.5 NO,322.7 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-02-22,0,<null>,<null>,<null>,0,0,325.3 NO,323.6 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-02-23,0,<null>,<null>,<null>,0,0,321.1 NO,325.9 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-02-24,0,<null>,<null>,<null>,0,0,335.8 NO,328.3 NO,<null>,3.39,<null>,<null>,
CEPAB 2,396,2012-02-25,0.3,<null>,<null>,<null>,0,0,324.7 NO,327.9 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-02-26,0,<null>,<null>,<null>,0,0,325.3 NO,323 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-02-27,0.3,<null>,<null>,<null>,0,0,323 NO,322.2 NO,<null>,<null>,<null>,<null>,
CEPAB 2,396,2012-02-28,0,<null>,<null>,<null>,0,0,322.7 NO,321.7 NO,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-07-30,<null>,25,12.9,19.45,22.2,6.22,108.2 E,170.8 SE,<null>,62.71,<null>,<null>,
CEPAB 3,4080,2011-07-31,<null>,25.9,15.6,20.03,25.7,8.67,157.6 SE,153.8 SE,<null>,63.81,<null>,<null>,
CEPAB 3,4080,2011-08-01,<null>,25.7,15.1,18.45,20.1,6.03,156 SE,128.9 E,<null>,73.15,<null>,<null>,
CEPAB 3,4080,2011-08-02,<null>,28.8,18.2,24.7,16,6.21,148.1 SE,155.7 SE,<null>,48.22,<null>,<null>,
CEPAB 3,4080,2011-08-03,<null>,28.7,12.7,21.41,15,3.03,117.2 E,173.5 SE,<null>,59.29,<null>,<null>,
CEPAB 3,4080,2011-08-04,<null>,26.2,17,21.28,17.2,4.71,227.3 SO,234.5 SO,<null>,62.91,<null>,<null>,
CEPAB 3,4080,2011-08-05,<null>,30.5,15.3,21.45,23.4,3.15,273.3 O,273 O,<null>,70.05,<null>,<null>,
CEPAB 3,4080,2011-08-06,<null>,28.1,14.3,20.18,18.8,5.3,120.4 E,104.9 E,<null>,74.97,<null>,<null>,
CEPAB 3,4080,2011-08-07,<null>,28.8,15.8,21.2,23.1,6.31,131.8 E,108 E,<null>,64.87,<null>,<null>,
CEPAB 3,4080,2011-08-08,<null>,26.7,17.9,22.86,19,7.52,39.1 N,109.8 E,<null>,60.1,<null>,<null>,
CEPAB 3,4080,2011-08-09,<null>,28.5,13,19.73,26.1,5.09,80.4 NE,113.1 E,<null>,74.34,<null>,<null>,
CEPAB 3,4080,2011-08-10,<null>,29.8,16.6,24.47,9.6,3.86,326.9 NO,2.4 N,<null>,58.75,<null>,<null>,
CEPAB 3,4080,2011-08-11,<null>,29.4,14.5,21.57,16.8,3.32,329.4 NO,357.5 NO,<null>,68.36,<null>,<null>,
CEPAB 3,4080,2011-08-12,<null>,30.2,15.9,21.55,21.3,3.78,174.7 SE,268.8 SO,<null>,68.89,<null>,<null>,
CEPAB 3,4080,2011-08-13,<null>,29,14.9,21.44,15.4,2.87,322.3 NO,299.1 O,<null>,68.45,<null>,<null>,
CEPAB 3,4080,2011-08-14,<null>,27.9,12.8,20.37,15.4,3.76,251.5 SO,297.5 O,<null>,65.38,<null>,<null>,
CEPAB 3,4080,2011-08-15,<null>,28.8,13.3,21.16,15.1,4.59,291.3 O,209.2 S,<null>,57.89,<null>,<null>,
CEPAB 3,4080,2011-08-16,<null>,29.7,12.7,21.46,22.5,4.78,293.4 O,226.1 SO,<null>,54.67,<null>,<null>,
CEPAB 3,4080,2011-08-17,<null>,30.2,12.2,21.36,19.7,4.81,190.3 S,210.5 S,<null>,55.38,<null>,<null>,
CEPAB 3,4080,2011-08-18,<null>,30.4,11.8,21.3,11.2,2.29,212.2 S,232.8 SO,<null>,48.96,<null>,<null>,
CEPAB 3,4080,2011-08-19,<null>,30.2,11.1,21.39,17.4,2.91,182.9 S,273.1 O,<null>,51.21,<null>,<null>,
CEPAB 3,4080,2011-08-20,<null>,30.6,13.6,22.4,12.5,3.74,203.4 S,258.4 SO,<null>,50.12,<null>,<null>,
CEPAB 3,4080,2011-08-21,<null>,28.8,13.3,21.46,20,4.23,192.4 S,,<null>,55.87,<null>,<null>,
CEPAB 3,4080,2011-08-22,<null>,26.8,15.3,20.75,23.8,6.2,205.5 S,199.3 S,<null>,63.46,<null>,<null>,
CEPAB 3,4080,2011-08-23,<null>,28,15.9,21.06,10.2,3.56,228.8 SO,236.6 SO,<null>,64.26,<null>,<null>,
CEPAB 3,4080,2011-08-24,<null>,30.1,14.1,21.62,17.9,4.39,283.4 O,272.4 O,<null>,65.06,<null>,<null>,
CEPAB 3,4080,2011-08-25,<null>,29.3,14,21.72,18.6,5.25,239.4 SO,227.5 SO,<null>,62.3,<null>,<null>,
CEPAB 3,4080,2011-08-26,<null>,28.1,13.9,20.98,21.9,3.92,339.3 NO,240.6 SO,<null>,67.33,<null>,<null>,
CEPAB 3,4080,2011-08-27,<null>,27,16,20.04,19.6,3.38,331.9 NO,282.5 O,<null>,76.84,<null>,<null>,
CEPAB 3,4080,2011-08-28,<null>,26.3,14.7,18.67,19.7,2.35,291.9 O,145 SE,<null>,77.95,<null>,<null>,
CEPAB 3,4080,2011-08-29,<null>,27.6,12.7,19.94,15.2,3.88,313.3 O,240 SO,<null>,64,<null>,<null>,
CEPAB 3,4080,2011-08-30,<null>,28.3,11.1,19.98,14.8,3.42,265.3 SO,213.8 S,<null>,62.02,<null>,<null>,
CEPAB 3,4080,2011-08-31,<null>,27.2,12.8,19.43,16,4.42,272.8 O,232.4 SO,<null>,69.05,<null>,<null>,
CEPAB 3,4080,2011-09-01,<null>,22.9,16.6,18.74,15,2,360 N,7.7 N,<null>,88.25,<null>,<null>,
CEPAB 3,4080,2011-09-02,<null>,27.5,16.9,21.18,13,3.9,328.4 NO,341.7 NO,<null>,67.04,<null>,<null>,
CEPAB 3,4080,2011-09-03,<null>,23.7,15.4,19.11,18.5,7.79,237.2 SO,178.2 SE,<null>,82.59,<null>,<null>,
CEPAB 3,4080,2011-09-04,<null>,26.3,15.7,19.43,21.2,3.9,186.7 S,171.3 SE,<null>,76.69,<null>,<null>,
CEPAB 3,4080,2011-09-05,0,24.1,15.3,19.53,18.6,3.7,153.9 SE,145.3 SE,<null>,73.65,<null>,<null>,
CEPAB 3,4080,2011-09-06,0,24.9,14,18.61,16.2,4.17,158.1 SE,171.7 SE,<null>,75.45,<null>,<null>,
CEPAB 3,4080,2011-09-07,0,25.4,10.7,18.04,17.3,4.98,85.5 NE,37.5 N,<null>,59.97,<null>,<null>,
CEPAB 3,4080,2011-09-08,0,25.1,6.4,16.11,18.7,3.64,312.5 O,24 N,<null>,59.2,<null>,<null>,
CEPAB 3,4080,2011-09-09,0,25.5,6.8,17.03,15.9,3.15,312.4 O,351.4 NO,<null>,58.66,<null>,<null>,
CEPAB 3,4080,2011-09-10,0,26.1,8.4,18.19,18.5,4.18,345.3 NO,356.8 NO,<null>,56.09,<null>,<null>,
CEPAB 3,4080,2011-09-11,0,25.8,8.8,17.59,19.6,3.91,341.7 NO,355 NO,<null>,65.52,<null>,<null>,
CEPAB 3,4080,2011-09-12,0,26.5,15.5,20.33,16.9,5.54,246.9 SO,282.6 O,<null>,64.91,<null>,<null>,
CEPAB 3,4080,2011-09-13,0,28.7,10.1,20.02,14.7,2.43,336 NO,218.4 S,<null>,60.18,<null>,<null>,
CEPAB 3,4080,2011-09-14,0,30.3,11,21.19,16.5,2.56,323.5 NO,35.6 N,<null>,54.95,<null>,<null>,
CEPAB 3,4080,2011-09-15,0,29.8,12.1,20.86,13.1,1.94,320.8 NO,310.9 O,<null>,53.14,<null>,<null>,
CEPAB 3,4080,2011-09-16,0,28,12,19.89,18.1,3.76,10.7 N,320.9 NO,<null>,64.01,<null>,<null>,
CEPAB 3,4080,2011-09-17,0,28.2,12.1,20.2,22.5,3.07,14.3 N,358.5 NO,<null>,68.41,<null>,<null>,
CEPAB 3,4080,2011-09-18,12,28.3,15.8,20.05,12.8,4.02,174.7 SE,327.1 NO,<null>,76.58,<null>,<null>,
CEPAB 3,4080,2011-09-19,14.1,25,15.6,17.74,18.4,3.86,67.6 NE,262.6 SO,<null>,81.31,<null>,<null>,
CEPAB 3,4080,2011-09-20,0,26.1,13.5,19.02,12.3,2.47,0.5 N,,<null>,73.26,<null>,<null>,
CEPAB 3,4080,2011-09-21,0,26.5,12.4,18.87,11.9,2.14,299.8 O,341.2 NO,<null>,67.2,<null>,<null>,
CEPAB 3,4080,2011-09-22,0,25.1,10.8,16.04,6.7,1.48,270.6 O,309.7 O,<null>,75.85,<null>,<null>,
CEPAB 3,4080,2011-09-23,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-09-24,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-09-25,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-09-26,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-09-27,0,29.3,10.2,16.72,4.9,0.98,262.5 SO,245.9 SO,<null>,70.62,<null>,<null>,
CEPAB 3,4080,2011-09-28,0,25.7,17.8,21.59,10.2,3.58,276.6 O,266.6 SO,<null>,52.74,<null>,<null>,
CEPAB 3,4080,2011-09-29,0,19.5,12.8,15.46,2.7,0.3,227.8 SO,220.4 S,<null>,80.12,<null>,<null>,
CEPAB 3,4080,2011-09-30,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-10-01,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-10-02,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-10-03,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-10-04,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-10-05,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-10-06,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-10-07,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-10-08,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-10-09,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-10-10,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-10-11,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-10-12,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-10-13,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-10-14,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-10-15,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-10-16,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-10-17,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-10-18,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-10-19,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-10-20,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-10-21,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-10-22,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-10-23,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-10-24,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-10-25,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-10-26,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
CEPAB 3,4080,2011-10-27,0,28.5,28.5,28.5,0,0,328.4 NO,266 SO,327.5,60.15,<null>,<null>,
CEPAB 3,4080,2011-10-28,0,30.4,30.4,30.4,0,0,181.8 S,149.1 SE,268,52.52,0.3,2.78,
CEPAB 3,4080,2011-10-29,0,<null>,<null>,<null>,0,0,214.5 S,220.2 S,278.17,58.99,<null>,<null>,
CEPAB 3,4080,2011-10-30,0,<null>,<null>,<null>,0,0,189.1 S,189.1 S,22,36.3,<null>,<null>,
CEPAB 3,4080,2011-10-31,0,24.8,24.8,24.8,0,0,327.5 NO,7.3 N,343.22,34.89,0.2,3.19,
CEPAB 3,4080,2011-11-01,0,26.6,9.5,19.19,7.8,0.48,104.8 E,353.5 NO,283.11,49.91,0.8,3.05,
CEPAB 3,4080,2011-11-02,0,27.2,2.2,14.78,12.4,1.63,67.3 NE,49.4 NE,284.82,44.26,2.2,3.78,
CEPAB 3,4080,2011-11-03,0,26.7,4.9,15.61,12.3,2.25,,313.1 O,294.13,44.39,2.3,4.13,
CEPAB 3,4080,2011-11-04,0,26.2,5.8,15.82,16.3,3.12,91.8 E,113.6 E,263.01,58.68,2,3.66,
CEPAB 3,4080,2011-11-05,0,26.8,7.4,16.83,20.7,2.92,131.8 E,201.7 S,252.19,52.8,2.3,3.8,
CEPAB 3,4080,2011-11-06,0,26.5,7.3,16.71,21.9,2.72,159 SE,122.3 E,275.57,50.45,2.4,3.93,
CEPAB 3,4080,2011-11-07,0,25.6,4.8,14.4,21.3,2.14,110.1 E,334.9 NO,252.73,56.94,1.3,3.45,
CEPAB 3,4080,2011-11-08,0,27.4,8.3,21.21,20.6,3.75,171.8 SE,164.4 SE,304.72,39.86,1.9,4.66,
CEPAB 3,4080,2011-11-09,0,26.2,4.3,16.01,24.8,3.56,90.3 E,79 NE,258.56,51.81,2.5,3.82,
CEPAB 3,4080,2011-11-10,0,18.9,6.5,11.78,21.4,6.69,303.7 O,298.1 O,241.49,66.06,2,3.3,
CEPAB 3,4080,2011-11-11,0,23.3,1.4,12.75,21.3,3.67,86.2 NE,170.5 SE,259.69,62.75,1.9,3.5,
CEPAB 3,4080,2011-11-12,0,24.7,4.1,15.25,18.8,3.81,132.8 E,144.3 SE,258.99,56.03,2.1,3.91,
CEPAB 3,4080,2011-11-13,0,25.7,3.1,15.67,14.3,3.02,90.8 E,125.9 E,272.65,53.19,2.2,4.03,
CEPAB 3,4080,2011-11-14,0,14.9,5.4,9.15,8.6,0.64,84.7 NE,194.1 S,97.75,77.93,0.1,1.34,
CEPAB 3,4080,2011-11-15,<null>,<null>,<null>,<null>,<null>,<null>,0 NE,<null> N,<null>,<null>,<null>,<null>,
